,date,rank,artist,song,year
3,2021-10-02,4,Chloe,Have Mercy,2021
4,2021-10-02,5,Doja Cat,Woman,2021
5,2021-10-02,6,Capella Grey,Gyalis,2021
6,2021-10-02,7,Drake,Race My Mind,2021
7,2021-10-02,8,Silk Sonic (Bruno Mars & Anderson .Paak),Skate,2021
8,2021-10-02,9,H.E.R. Featuring Chris Brown,Come Through,2021
9,2021-10-02,10,Drake Featuring Ty Dolla $ign,Get Along Better,2021
10,2021-10-02,11,Drake Featuring Tems,Fountains,2021
11,2021-10-02,12,Brent Faiyaz Featuring Drake,Wasting Time,2021
12,2021-10-02,13,T-Pain & Kehlani,I Like Dat,2021
13,2021-10-02,14,Drake,Fucking Fans,2021
14,2021-10-02,15,H.E.R. Featuring Lil Baby,Find A Way,2021
15,2021-10-02,16,Kehlani,Altar,2021
16,2021-10-02,17,Tems Featuring Brent Faiyaz,Found,2021
17,2021-10-02,18,Ari Lennox,Pressure,2021
18,2021-10-02,19,Doja Cat,Been Like This,2021
19,2021-10-02,20,Snoh Aalegra,Lost You,2021
20,2021-10-02,21,Leela James,Complicated,2021
21,2021-10-02,22,"Earth, Wind & Fire Featuring Lucky Daye",You Want My Love,2021
22,2021-10-02,23,H.E.R.,Every Kind Of Way,2021
23,2021-10-02,24,Kiana Lede & Kehlani,Ur Best Friend,2021
24,2021-10-02,25,Anthony Hamilton,You Made A Fool Of Me,2021
0,2021-10-09,1,Wizkid Featuring Justin Bieber & Tems,Essence,2021
1,2021-10-09,2,Doja Cat & The Weeknd,You Right,2021
2,2021-10-09,3,Normani Featuring Cardi B,Wild Side,2021
3,2021-10-09,4,Chloe,Have Mercy,2021
4,2021-10-09,5,Capella Grey,Gyalis,2021
5,2021-10-09,6,Doja Cat,Woman,2021
6,2021-10-09,7,Giveon,For Tonight,2021
7,2021-10-09,8,H.E.R. Featuring Chris Brown,Come Through,2021
8,2021-10-09,9,Silk Sonic (Bruno Mars & Anderson .Paak),Skate,2021
9,2021-10-09,10,Drake,Race My Mind,2021
10,2021-10-09,11,Brent Faiyaz Featuring Drake,Wasting Time,2021
11,2021-10-09,12,Drake Featuring Ty Dolla $ign,Get Along Better,2021
12,2021-10-09,13,Drake Featuring Tems,Fountains,2021
13,2021-10-09,14,T-Pain & Kehlani,I Like Dat,2021
14,2021-10-09,15,Drake,Fucking Fans,2021
15,2021-10-09,16,Ari Lennox,Pressure,2021
16,2021-10-09,17,Lucky Daye,Over,2021
17,2021-10-09,18,H.E.R. Featuring Lil Baby,Find A Way,2021
18,2021-10-09,19,Leela James,Complicated,2021
19,2021-10-09,20,Snoh Aalegra,Lost You,2021
20,2021-10-09,21,Tems Featuring Brent Faiyaz,Found,2021
21,2021-10-09,22,"Earth, Wind & Fire Featuring Lucky Daye",You Want My Love,2021
22,2021-10-09,23,Kehlani,Altar,2021
23,2021-10-09,24,Kali Uchis & PARTYNEXTDOOR Or SZA,Fue Mejor,2021
24,2021-10-09,25,Anthony Hamilton,You Made A Fool Of Me,2021
0,2021-10-16,1,Wizkid Featuring Justin Bieber & Tems,Essence,2021
1,2021-10-16,2,Doja Cat & The Weeknd,You Right,2021
2,2021-10-16,3,Capella Grey,Gyalis,2021
3,2021-10-16,4,Normani Featuring Cardi B,Wild Side,2021
4,2021-10-16,5,Chloe,Have Mercy,2021
5,2021-10-16,6,Doja Cat,Woman,2021
6,2021-10-16,7,H.E.R. Featuring Chris Brown,Come Through,2021
7,2021-10-16,8,Giveon,For Tonight,2021
8,2021-10-16,9,Kali Uchis & PARTYNEXTDOOR Or SZA,Fue Mejor,2021
9,2021-10-16,10,T-Pain & Kehlani,I Like Dat,2021
10,2021-10-16,11,Silk Sonic (Bruno Mars & Anderson .Paak),Skate,2021
11,2021-10-16,12,Drake,Race My Mind,2021
12,2021-10-16,13,Brent Faiyaz Featuring Drake,Wasting Time,2021
13,2021-10-16,14,Drake Featuring Tems,Fountains,2021
14,2021-10-16,15,Drake Featuring Ty Dolla $ign,Get Along Better,2021
15,2021-10-16,16,Russ Featuring Capella Grey,Seduce,2021
16,2021-10-16,17,Ari Lennox,Pressure,2021
17,2021-10-16,18,Drake,Fucking Fans,2021
18,2021-10-16,19,"Earth, Wind & Fire Featuring Lucky Daye",You Want My Love,2021
19,2021-10-16,20,Snoh Aalegra,Lost You,2021
20,2021-10-16,21,H.E.R. Featuring Lil Baby,Find A Way,2021
21,2021-10-16,22,Leela James,Complicated,2021
22,2021-10-16,23,Tems Featuring Brent Faiyaz,Found,2021
23,2021-10-16,24,Doja Cat,Been Like This,2021
24,2021-10-16,25,Anthony Hamilton,You Made A Fool Of Me,2021
0,2021-10-23,1,Wizkid Featuring Justin Bieber & Tems,Essence,2021
1,2021-10-23,2,Doja Cat & The Weeknd,You Right,2021
2,2021-10-23,3,Capella Grey,Gyalis,2021
3,2021-10-23,4,Normani Featuring Cardi B,Wild Side,2021
4,2021-10-23,5,Chloe,Have Mercy,2021
5,2021-10-23,6,Doja Cat,Woman,2021
6,2021-10-23,7,RealestK,WFM,2021
7,2021-10-23,8,Giveon,For Tonight,2021
8,2021-10-23,9,Silk Sonic (Bruno Mars & Anderson .Paak),Skate,2021
9,2021-10-23,10,Russ Featuring Capella Grey,Seduce,2021
10,2021-10-23,11,T-Pain & Kehlani,I Like Dat,2021
11,2021-10-23,12,Drake,Race My Mind,2021
12,2021-10-23,13,Brent Faiyaz Featuring Drake,Wasting Time,2021
13,2021-10-23,14,Drake Featuring Tems,Fountains,2021
14,2021-10-23,15,Drake Featuring Ty Dolla $ign,Get Along Better,2021
15,2021-10-23,16,Kali Uchis & PARTYNEXTDOOR Or SZA,Fue Mejor,2021
16,2021-10-23,17,Ari Lennox,Pressure,2021
17,2021-10-23,18,Drake,Fucking Fans,2021
18,2021-10-23,19,"Earth, Wind & Fire Featuring Lucky Daye",You Want My Love,2021
19,2021-10-23,20,Snoh Aalegra,Lost You,2021
20,2021-10-23,21,H.E.R. Featuring Lil Baby,Find A Way,2021
21,2021-10-23,22,Anthony Hamilton,You Made A Fool Of Me,2021
22,2021-10-23,23,Leela James,Complicated,2021
23,2021-10-23,24,Tems Featuring Brent Faiyaz,Found,2021
24,2021-10-23,25,"DJ Khaled Featuring Bryson Tiller, Lil Baby & Roddy Ricch",Body In Motion,2021
0,2021-10-30,1,Wizkid Featuring Justin Bieber & Tems,Essence,2021
1,2021-10-30,2,Doja Cat & The Weeknd,You Right,2021
2,2021-10-30,3,Capella Grey,Gyalis,2021
3,2021-10-30,4,Normani Featuring Cardi B,Wild Side,2021
4,2021-10-30,5,Chloe,Have Mercy,2021
5,2021-10-30,6,Summer Walker & JT,Ex For A Reason,2021
6,2021-10-30,7,Doja Cat,Woman,2021
7,2021-10-30,8,RealestK,WFM,2021
8,2021-10-30,9,Giveon,For Tonight,2021
9,2021-10-30,10,Silk Sonic (Bruno Mars & Anderson .Paak),Skate,2021
10,2021-10-30,11,T-Pain & Kehlani,I Like Dat,2021
11,2021-10-30,12,Drake,Race My Mind,2021
12,2021-10-30,13,Russ Featuring Capella Grey,Seduce,2021
13,2021-10-30,14,Ari Lennox,Pressure,2021
14,2021-10-30,15,Brent Faiyaz Featuring Drake,Wasting Time,2021
15,2021-10-30,16,Drake Featuring Tems,Fountains,2021
16,2021-10-30,17,Drake Featuring Ty Dolla $ign,Get Along Better,2021
17,2021-10-30,18,Kali Uchis & PARTYNEXTDOOR Or SZA,Fue Mejor,2021
18,2021-10-30,19,"Earth, Wind & Fire Featuring Lucky Daye",You Want My Love,2021
19,2021-10-30,20,Snoh Aalegra,Lost You,2021
20,2021-10-30,21,Drake,Fucking Fans,2021
21,2021-10-30,22,H.E.R. Featuring Lil Baby,Find A Way,2021
22,2021-10-30,23,"DJ Khaled Featuring Bryson Tiller, Lil Baby & Roddy Ricch",Body In Motion,2021
23,2021-10-30,24,Anthony Hamilton,You Made A Fool Of Me,2021
24,2021-10-30,25,Tems Featuring Brent Faiyaz,Found,2021
0,2021-11-06,1,Wizkid Featuring Justin Bieber & Tems,Essence,2021
1,2021-11-06,2,Doja Cat & The Weeknd,You Right,2021
2,2021-11-06,3,Normani Featuring Cardi B,Wild Side,2021
3,2021-11-06,4,Capella Grey,Gyalis,2021
4,2021-11-06,5,Chloe,Have Mercy,2021
5,2021-11-06,6,Doja Cat,Woman,2021
6,2021-11-06,7,RealestK,WFM,2021
7,2021-11-06,8,Giveon,For Tonight,2021
8,2021-11-06,9,Summer Walker & JT,Ex For A Reason,2021
9,2021-11-06,10,Khalid,Present,2021
10,2021-11-06,11,Silk Sonic (Bruno Mars & Anderson .Paak),Skate,2021
11,2021-11-06,12,Ari Lennox,Pressure,2021
12,2021-11-06,13,T-Pain & Kehlani,I Like Dat,2021
13,2021-11-06,14,Drake,Race My Mind,2021
14,2021-11-06,15,Russ Featuring Capella Grey,Seduce,2021
15,2021-11-06,16,Brent Faiyaz Featuring Drake,Wasting Time,2021
16,2021-11-06,17,"Earth, Wind & Fire Featuring Lucky Daye",You Want My Love,2021
17,2021-11-06,18,Drake Featuring Tems,Fountains,2021
18,2021-11-06,19,Drake Featuring Ty Dolla $ign,Get Along Better,2021
19,2021-11-06,20,Kali Uchis & PARTYNEXTDOOR Or SZA,Fue Mejor,2021
20,2021-11-06,21,H.E.R. Featuring Lil Baby,Find A Way,2021
21,2021-11-06,22,Snoh Aalegra,Lost You,2021
22,2021-11-06,23,Drake,Fucking Fans,2021
23,2021-11-06,24,"DJ Khaled Featuring Bryson Tiller, Lil Baby & Roddy Ricch",Body In Motion,2021
24,2021-11-06,25,Anthony Hamilton,You Made A Fool Of Me,2021
0,2021-11-13,1,Wizkid Featuring Justin Bieber & Tems,Essence,2021
1,2021-11-13,2,Doja Cat & The Weeknd,You Right,2021
2,2021-11-13,3,Normani Featuring Cardi B,Wild Side,2021
3,2021-11-13,4,Capella Grey,Gyalis,2021
4,2021-11-13,5,Chloe,Have Mercy,2021
5,2021-11-13,6,Doja Cat,Woman,2021
6,2021-11-13,7,Giveon,For Tonight,2021
7,2021-11-13,8,RealestK,WFM,2021
8,2021-11-13,9,Summer Walker & JT,Ex For A Reason,2021
9,2021-11-13,10,Ari Lennox,Pressure,2021
10,2021-11-13,11,Silk Sonic (Bruno Mars & Anderson .Paak),Skate,2021
11,2021-11-13,12,T-Pain & Kehlani,I Like Dat,2021
12,2021-11-13,13,Drake,Race My Mind,2021
13,2021-11-13,14,Mario & Chris Brown,Get Back,2021
14,2021-11-13,15,"Earth, Wind & Fire Featuring Lucky Daye",You Want My Love,2021
15,2021-11-13,16,Drake Featuring Tems,Fountains,2021
16,2021-11-13,17,Brent Faiyaz Featuring Drake,Wasting Time,2021
17,2021-11-13,18,H.E.R. Featuring Lil Baby,Find A Way,2021
18,2021-11-13,19,Russ Featuring Capella Grey,Seduce,2021
19,2021-11-13,20,Khalid,Present,2021
20,2021-11-13,21,Drake Featuring Ty Dolla $ign,Get Along Better,2021
21,2021-11-13,22,Snoh Aalegra,Lost You,2021
22,2021-11-13,23,Kali Uchis & PARTYNEXTDOOR Or SZA,Fue Mejor,2021
23,2021-11-13,24,Kendra Jae Featuring Saweetie,Seesaw,2021
24,2021-11-13,25,"DJ Khaled Featuring Bryson Tiller, Lil Baby & Roddy Ricch",Body In Motion,2021
0,2021-11-20,1,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,2021
1,2021-11-20,2,Summer Walker & SZA,No Love,2021
2,2021-11-20,3,Wizkid Featuring Justin Bieber & Tems,Essence,2021
3,2021-11-20,4,Doja Cat & The Weeknd,You Right,2021
4,2021-11-20,5,Summer Walker & Cardi B,Bitter,2021
5,2021-11-20,6,Summer Walker & JT,Ex For A Reason,2021
6,2021-11-20,7,Summer Walker,Throw It Away,2021
7,2021-11-20,8,Summer Walker,Reciprocate,2021
8,2021-11-20,9,Summer Walker Featuring Lil Durk,Toxic,2021
9,2021-11-20,10,Summer Walker & Ari Lennox,Unloyal,2021
10,2021-11-20,11,Summer Walker,Constant Bulls**t,2021
11,2021-11-20,12,Summer Walker,You Don't Know Me,2021
12,2021-11-20,13,Summer Walker,Insane,2021
13,2021-11-20,14,Normani Featuring Cardi B,Wild Side,2021
14,2021-11-20,15,Summer Walker,Circus,2021
15,2021-11-20,16,Chloe,Have Mercy,2021
16,2021-11-20,17,Summer Walker,4th Baby Mama,2021
17,2021-11-20,18,Capella Grey,Gyalis,2021
18,2021-11-20,19,Summer Walker,Switch A N*gga Out,2021
19,2021-11-20,20,Summer Walker,Closure,2021
20,2021-11-20,21,Summer Walker,Session 33,2021
21,2021-11-20,22,Summer Walker & Omarion,Screwin,2021
22,2021-11-20,23,Summer Walker,Broken Promises,2021
23,2021-11-20,24,"Summer Walker, Pharrell Williams & The Neptunes",Dat Right There,2021
24,2021-11-20,25,Doja Cat,Woman,2021
0,2021-11-27,1,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,2021
1,2021-11-27,2,Doja Cat & The Weeknd,You Right,2021
2,2021-11-27,3,Wizkid Featuring Justin Bieber & Tems,Essence,2021
3,2021-11-27,4,Summer Walker & SZA,No Love,2021
4,2021-11-27,5,Normani Featuring Cardi B,Wild Side,2021
5,2021-11-27,6,Chloe,Have Mercy,2021
6,2021-11-27,7,Capella Grey,Gyalis,2021
7,2021-11-27,8,Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins,After Last Night,2021
8,2021-11-27,9,Silk Sonic (Bruno Mars & Anderson .Paak),Blast Off,2021
9,2021-11-27,10,Silk Sonic (Bruno Mars & Anderson .Paak),Skate,2021
10,2021-11-27,11,Silk Sonic (Bruno Mars & Anderson .Paak),Put On A Smile,2021
11,2021-11-27,12,Silk Sonic (Bruno Mars & Anderson .Paak),Fly As Me,2021
12,2021-11-27,13,Summer Walker & JT,Ex For A Reason,2021
13,2021-11-27,14,Doja Cat,Woman,2021
14,2021-11-27,15,Giveon,For Tonight,2021
15,2021-11-27,16,Silk Sonic (Bruno Mars & Anderson .Paak),777,2021
16,2021-11-27,17,Summer Walker & Cardi B,Bitter,2021
17,2021-11-27,18,Summer Walker Featuring Lil Durk,Toxic,2021
18,2021-11-27,19,Summer Walker,Throw It Away,2021
19,2021-11-27,20,Summer Walker,Insane,2021
20,2021-11-27,21,Silk Sonic (Bruno Mars & Anderson .Paak),Silk Sonic Intro,2021
21,2021-11-27,22,Summer Walker,Reciprocate,2021
22,2021-11-27,23,Summer Walker & Ari Lennox,Unloyal,2021
23,2021-11-27,24,Summer Walker,Constant Bulls**t,2021
24,2021-11-27,25,Ari Lennox,Pressure,2021
0,2021-12-04,1,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,2021
1,2021-12-04,2,Wizkid Featuring Justin Bieber & Tems,Essence,2021
2,2021-12-04,3,Doja Cat & The Weeknd,You Right,2021
3,2021-12-04,4,Adele With Erroll Garner,All Night Parking (Interlude),2021
4,2021-12-04,5,Chloe,Have Mercy,2021
5,2021-12-04,6,Normani Featuring Cardi B,Wild Side,2021
6,2021-12-04,7,Capella Grey,Gyalis,2021
7,2021-12-04,8,Summer Walker & SZA,No Love,2021
8,2021-12-04,9,Doja Cat,Woman,2021
9,2021-12-04,10,Giveon,For Tonight,2021
10,2021-12-04,11,Summer Walker & JT,Ex For A Reason,2021
11,2021-12-04,12,Summer Walker,Insane,2021
12,2021-12-04,13,Summer Walker & Cardi B,Bitter,2021
13,2021-12-04,14,Silk Sonic (Bruno Mars & Anderson .Paak),Skate,2021
14,2021-12-04,15,Ari Lennox,Pressure,2021
15,2021-12-04,16,Summer Walker Featuring Lil Durk,Toxic,2021
16,2021-12-04,17,Summer Walker,Throw It Away,2021
17,2021-12-04,18,Summer Walker,Reciprocate,2021
18,2021-12-04,19,Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins,After Last Night,2021
19,2021-12-04,20,Summer Walker & Ari Lennox,Unloyal,2021
20,2021-12-04,21,Summer Walker,Constant Bulls**t,2021
21,2021-12-04,22,RealestK,WFM,2021
22,2021-12-04,23,Silk Sonic (Bruno Mars & Anderson .Paak),Put On A Smile,2021
23,2021-12-04,24,Silk Sonic (Bruno Mars & Anderson .Paak),Fly As Me,2021
24,2021-12-04,25,Silk Sonic (Bruno Mars & Anderson .Paak),Blast Off,2021
0,2021-12-11,1,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,2021
1,2021-12-11,2,Wizkid Featuring Justin Bieber & Tems,Essence,2021
2,2021-12-11,3,Doja Cat & The Weeknd,You Right,2021
3,2021-12-11,4,Chloe,Have Mercy,2021
4,2021-12-11,5,Normani Featuring Cardi B,Wild Side,2021
5,2021-12-11,6,Capella Grey,Gyalis,2021
6,2021-12-11,7,Summer Walker & SZA,No Love,2021
7,2021-12-11,8,Giveon,For Tonight,2021
8,2021-12-11,9,Doja Cat,Woman,2021
9,2021-12-11,10,Summer Walker & JT,Ex For A Reason,2021
10,2021-12-11,11,Ari Lennox,Pressure,2021
11,2021-12-11,12,Summer Walker,Insane,2021
12,2021-12-11,13,Adele With Erroll Garner,All Night Parking (Interlude),2021
13,2021-12-11,14,Summer Walker & Ari Lennox,Unloyal,2021
14,2021-12-11,15,Summer Walker & Cardi B,Bitter,2021
15,2021-12-11,16,Summer Walker Featuring Lil Durk,Toxic,2021
16,2021-12-11,17,Silk Sonic (Bruno Mars & Anderson .Paak),Skate,2021
17,2021-12-11,18,RealestK,WFM,2021
18,2021-12-11,19,Summer Walker,Throw It Away,2021
19,2021-12-11,20,Summer Walker,Reciprocate,2021
20,2021-12-11,21,Summer Walker,Constant Bulls**t,2021
21,2021-12-11,22,Yung Bleu & Kehlani,Beautiful Lies,2021
22,2021-12-11,23,Silk Sonic (Bruno Mars & Anderson .Paak),Fly As Me,2021
23,2021-12-11,24,Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins,After Last Night,2021
24,2021-12-11,25,Summer Walker,4th Baby Mama,2021
0,2021-12-18,1,SZA,I Hate U,2021
1,2021-12-18,2,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,2021
2,2021-12-18,3,Doja Cat & The Weeknd,You Right,2021
3,2021-12-18,4,Wizkid Featuring Justin Bieber & Tems,Essence,2021
4,2021-12-18,5,Chloe,Have Mercy,2021
5,2021-12-18,6,Doja Cat,Woman,2021
6,2021-12-18,7,Normani Featuring Cardi B,Wild Side,2021
7,2021-12-18,8,Capella Grey,Gyalis,2021
8,2021-12-18,9,Summer Walker & SZA,No Love,2021
9,2021-12-18,10,Giveon,For Tonight,2021
10,2021-12-18,11,Brent Faiyaz,Mercedes,2021
11,2021-12-18,12,Ari Lennox,Pressure,2021
12,2021-12-18,13,Summer Walker & JT,Ex For A Reason,2021
13,2021-12-18,14,Mary J. Blige,Good Morning Gorgeous,2021
14,2021-12-18,15,Summer Walker,Insane,2021
15,2021-12-18,16,Yung Bleu & Kehlani,Beautiful Lies,2021
16,2021-12-18,17,Khalid Featuring Ari Lennox & Smino,Scenic Drive,2021
17,2021-12-18,18,Summer Walker & Ari Lennox,Unloyal,2021
18,2021-12-18,19,RealestK,WFM,2021
19,2021-12-18,20,Summer Walker & Cardi B,Bitter,2021
20,2021-12-18,21,Summer Walker Featuring Lil Durk,Toxic,2021
21,2021-12-18,22,Summer Walker,Throw It Away,2021
22,2021-12-18,23,Khalid Featuring 6LACK & Lucky Daye,Retrograde,2021
23,2021-12-18,24,Khalid,Present,2021
24,2021-12-18,25,Summer Walker,Reciprocate,2021
0,2021-12-25,1,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,2021
1,2021-12-25,2,SZA,I Hate U,2021
2,2021-12-25,3,Wizkid Featuring Justin Bieber & Tems,Essence,2021
3,2021-12-25,4,Doja Cat & The Weeknd,You Right,2021
4,2021-12-25,5,Chloe,Have Mercy,2021
5,2021-12-25,6,Normani Featuring Cardi B,Wild Side,2021
6,2021-12-25,7,Doja Cat,Woman,2021
7,2021-12-25,8,Giveon,For Tonight,2021
8,2021-12-25,9,Summer Walker & SZA,No Love,2021
9,2021-12-25,10,Ari Lennox,Pressure,2021
10,2021-12-25,11,Summer Walker & JT,Ex For A Reason,2021
11,2021-12-25,12,Yung Bleu & Kehlani,Beautiful Lies,2021
12,2021-12-25,13,John Legend,You Deserve It All,2021
13,2021-12-25,14,Summer Walker,Insane,2021
14,2021-12-25,15,Tory Lanez,Enchanted Waterfall,2021
15,2021-12-25,16,RealestK,WFM,2021
16,2021-12-25,17,Brent Faiyaz,Mercedes,2021
17,2021-12-25,18,Mary J. Blige,Good Morning Gorgeous,2021
18,2021-12-25,19,Summer Walker & Cardi B,Bitter,2021
19,2021-12-25,20,Summer Walker & Ari Lennox,Unloyal,2021
20,2021-12-25,21,Tory Lanez,The Color Violet,2021
21,2021-12-25,22,Summer Walker Featuring Lil Durk,Toxic,2021
22,2021-12-25,23,Tory Lanez,Lady Of Namek,2021
23,2021-12-25,24,Summer Walker,Throw It Away,2021
24,2021-12-25,25,Summer Walker,Constant Bulls**t,2021
0,2022-01-08,1,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,2022
1,2022-01-08,2,Wizkid Featuring Justin Bieber & Tems,Essence,2022
2,2022-01-08,3,Doja Cat & The Weeknd,You Right,2022
3,2022-01-08,4,SZA,I Hate U,2022
4,2022-01-08,5,Normani Featuring Cardi B,Wild Side,2022
5,2022-01-08,6,Chloe,Have Mercy,2022
6,2022-01-08,7,Doja Cat,Woman,2022
7,2022-01-08,8,Giveon,For Tonight,2022
8,2022-01-08,9,Muni Long,Hrs And Hrs,2022
9,2022-01-08,10,Ari Lennox,Pressure,2022
10,2022-01-08,11,Summer Walker & SZA,No Love,2022
11,2022-01-08,12,Summer Walker & JT,Ex For A Reason,2022
12,2022-01-08,13,Yung Bleu & Kehlani,Beautiful Lies,2022
13,2022-01-08,14,John Legend,You Deserve It All,2022
14,2022-01-08,15,Summer Walker,Insane,2022
15,2022-01-08,16,Mary J. Blige,Good Morning Gorgeous,2022
16,2022-01-08,17,RealestK,WFM,2022
17,2022-01-08,18,H.E.R. Featuring Lil Baby,Find A Way,2022
18,2022-01-08,19,Summer Walker & Ari Lennox,Unloyal,2022
19,2022-01-08,20,Silk Sonic (Bruno Mars & Anderson .Paak),Skate,2022
20,2022-01-08,21,Summer Walker Featuring Lil Durk,Toxic,2022
21,2022-01-08,22,Summer Walker & Cardi B,Bitter,2022
22,2022-01-08,23,Brent Faiyaz,Mercedes,2022
23,2022-01-08,24,Summer Walker,Throw It Away,2022
24,2022-01-08,25,Summer Walker,Reciprocate,2022
0,2022-01-01,1,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,2022
1,2022-01-01,2,SZA,I Hate U,2022
2,2022-01-01,3,Wizkid Featuring Justin Bieber & Tems,Essence,2022
3,2022-01-01,4,Doja Cat & The Weeknd,You Right,2022
4,2022-01-01,5,Normani Featuring Cardi B,Wild Side,2022
5,2022-01-01,6,Chloe,Have Mercy,2022
6,2022-01-01,7,Doja Cat,Woman,2022
7,2022-01-01,8,Giveon,For Tonight,2022
8,2022-01-01,9,Summer Walker & SZA,No Love,2022
9,2022-01-01,10,Ari Lennox,Pressure,2022
10,2022-01-01,11,John Legend,You Deserve It All,2022
11,2022-01-01,12,Summer Walker & JT,Ex For A Reason,2022
12,2022-01-01,13,Yung Bleu & Kehlani,Beautiful Lies,2022
13,2022-01-01,14,Muni Long,Hrs And Hrs,2022
14,2022-01-01,15,Aaliyah & The Weeknd,Poison,2022
15,2022-01-01,16,Summer Walker,Insane,2022
16,2022-01-01,17,RealestK,WFM,2022
17,2022-01-01,18,Summer Walker & Ari Lennox,Unloyal,2022
18,2022-01-01,19,Summer Walker & Cardi B,Bitter,2022
19,2022-01-01,20,Mary J. Blige,Good Morning Gorgeous,2022
20,2022-01-01,21,Summer Walker Featuring Lil Durk,Toxic,2022
21,2022-01-01,22,Brent Faiyaz,Mercedes,2022
22,2022-01-01,23,Jhene Aiko,Wrap Me Up,2022
23,2022-01-01,24,"Mariah Carey, Khalid & Kirk Franklin",Fall In Love At Christmas,2022
24,2022-01-01,25,H.E.R. Featuring Lil Baby,Find A Way,2022
0,2022-01-15,1,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,2022
1,2022-01-15,2,Wizkid Featuring Justin Bieber & Tems,Essence,2022
2,2022-01-15,3,Doja Cat & The Weeknd,You Right,2022
3,2022-01-15,4,SZA,I Hate U,2022
4,2022-01-15,5,Muni Long,Hrs And Hrs,2022
5,2022-01-15,6,Normani Featuring Cardi B,Wild Side,2022
6,2022-01-15,7,Chloe,Have Mercy,2022
7,2022-01-15,8,Doja Cat,Woman,2022
8,2022-01-15,9,Giveon,For Tonight,2022
9,2022-01-15,10,Ari Lennox,Pressure,2022
10,2022-01-15,11,Summer Walker & SZA,No Love,2022
11,2022-01-15,12,Summer Walker & JT,Ex For A Reason,2022
12,2022-01-15,13,Yung Bleu & Kehlani,Beautiful Lies,2022
13,2022-01-15,14,Summer Walker,Insane,2022
14,2022-01-15,15,Mary J. Blige,Good Morning Gorgeous,2022
15,2022-01-15,16,RealestK,WFM,2022
16,2022-01-15,17,H.E.R. Featuring Lil Baby,Find A Way,2022
17,2022-01-15,18,Silk Sonic (Bruno Mars & Anderson .Paak),Skate,2022
18,2022-01-15,19,Summer Walker & Ari Lennox,Unloyal,2022
19,2022-01-15,20,Summer Walker Featuring Lil Durk,Toxic,2022
20,2022-01-15,21,Brent Faiyaz,Mercedes,2022
21,2022-01-15,22,Summer Walker & Cardi B,Bitter,2022
22,2022-01-15,23,Summer Walker,Constant Bulls**t,2022
23,2022-01-15,24,Summer Walker,Throw It Away,2022
24,2022-01-15,25,Summer Walker,Reciprocate,2022
0,2022-01-22,1,The Weeknd,Sacrifice,2022
1,2022-01-22,2,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,2022
2,2022-01-22,3,Muni Long,Hrs And Hrs,2022
3,2022-01-22,4,The Weeknd,Is There Someone Else?,2022
4,2022-01-22,5,The Weeknd,Out Of Time,2022
5,2022-01-22,6,SZA,I Hate U,2022
6,2022-01-22,7,"The Weeknd Featuring Tyler, The Creator",Here We Go... Again,2022
7,2022-01-22,8,The Weeknd,Best Friends,2022
8,2022-01-22,9,The Weeknd Featuring Lil Wayne,I Heard You're Married,2022
9,2022-01-22,10,Doja Cat,Woman,2022
10,2022-01-22,11,Chloe,Have Mercy,2022
11,2022-01-22,12,Giveon,For Tonight,2022
12,2022-01-22,13,The Weeknd,Don't Break My Heart,2022
13,2022-01-22,14,Ari Lennox,Pressure,2022
14,2022-01-22,15,Summer Walker & SZA,No Love,2022
15,2022-01-22,16,Summer Walker & JT,Ex For A Reason,2022
16,2022-01-22,17,Yung Bleu & Kehlani,Beautiful Lies,2022
17,2022-01-22,18,Mary J. Blige,Good Morning Gorgeous,2022
18,2022-01-22,19,Summer Walker,Insane,2022
19,2022-01-22,20,Summer Walker & Ari Lennox,Unloyal,2022
20,2022-01-22,21,H.E.R. Featuring Lil Baby,Find A Way,2022
21,2022-01-22,22,RealestK,WFM,2022
22,2022-01-22,23,Summer Walker Featuring Lil Durk,Toxic,2022
23,2022-01-22,24,Summer Walker,Constant Bulls**t,2022
24,2022-01-22,25,Summer Walker & Cardi B,Bitter,2022
0,2022-01-29,1,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,2022
1,2022-01-29,2,Muni Long,Hrs And Hrs,2022
2,2022-01-29,3,The Weeknd,Sacrifice,2022
3,2022-01-29,4,SZA,I Hate U,2022
4,2022-01-29,5,Doja Cat,Woman,2022
5,2022-01-29,6,Giveon,For Tonight,2022
6,2022-01-29,7,Chris Brown,Iffy,2022
